age,position,games_played,games_started,minutes,rebounds,assists,steals,blocks,turnovers,fouls,points,trip_dbl,all_star
23,SF,50,7,669,97,26,19,8,21,73,231,0,0
23,SF,21,1,123,18,4,4,1,5,14,35,0,0
23,SF,29,6,546,79,22,15,7,16,59,196,0,0
24,SF,47,2,853,127,29,18,7,37,106,365,0,0
25,SF,33,5,644,79,43,23,5,23,59,239,0,0
21,PF,1,0,2,0,0,0,0,0,0,0,0,0
22,PF,25,0,94,18,6,2,0,4,10,23,0,0
21,PG,15,0,188,6,25,5,0,11,28,75,0,0
22,PG,8,0,146,12,17,3,0,9,17,48,0,0
23,PG,38,1,468,32,45,19,0,27,54,130,0,0
24,PG,71,0,1458,122,246,49,0,96,120,555,0,0
25,PG,75,24,1986,149,263,47,1,77,151,647,0,0
26,PG,76,69,2332,187,317,61,5,124,185,799,0,0
27,PG,70,49,2007,149,322,33,0,105,168,787,0,0
27,PG,21,3,479,40,58,8,0,24,48,125,0,0
27,PG,49,46,1528,109,264,25,0,81,120,662,0,0
28,PG,51,10,1234,82,157,26,3,75,113,560,0,0
29,PG,56,17,1488,104,201,24,0,85,101,636,0,0
30,PG,50,3,736,54,74,11,1,27,66,290,0,0
30,PG,33,3,564,41,59,11,0,22,38,226,0,0
30,PG,17,0,172,13,15,0,1,5,28,64,0,0
31,PG,44,0,521,46,60,8,0,23,54,183,0,0
31,PG,30,0,392,35,46,6,0,21,41,141,0,0
31,PG,14,0,129,11,14,2,0,2,13,42,0,0
20,PF,80,33,1382,299,59,26,18,65,114,488,0,0
21,PF,71,4,1158,235,69,26,20,64,97,440,0,0
22,PF,73,2,1391,347,91,30,34,61,111,724,0,0
23,PF,64,2,1120,246,87,30,23,68,93,546,0,0
24,PF,63,53,1271,361,69,28,28,39,98,404,0,0
25,PF,15,3,191,48,8,1,1,2,6,57,0,0
24,SG,30,3,287,34,15,8,2,5,17,90,0,0
24,C,56,6,528,146,13,11,37,26,94,206,0,0
25,C,63,3,597,168,10,7,19,27,96,260,0,0
26,C,62,61,1502,378,78,24,89,66,181,604,0,0
27,C,42,35,812,196,20,19,32,35,107,299,0,0
22,PG,6,0,21,1,6,2,0,8,0,8,0,0
28,PG,4,0,19,0,3,1,0,0,2,10,0,0
26,SG,19,0,135,10,5,7,0,8,10,44,0,0
25,C,23,0,135,34,5,4,4,3,9,46,0,0
23,SG,8,0,90,12,7,1,0,6,8,29,0,0
24,PG,4,0,14,0,1,0,0,2,1,3,0,0
23,SG,2,0,17,3,2,0,0,0,0,6,0,0
24,SG,1,0,1,0,0,0,0,0,0,0,0,0
21,SG,9,0,35,7,5,3,1,3,4,11,0,0
21,PG,64,0,779,92,131,28,2,48,50,230,0,0
22,"PG,SG",31,3,416,40,68,15,0,34,39,143,0,0
22,PG,7,2,141,16,23,6,0,8,10,37,0,0
22,SG,4,0,7,0,1,0,0,2,1,2,0,0
22,PG,20,1,268,24,44,9,0,24,28,104,0,0
23,PG,73,11,1490,160,271,50,2,89,100,544,0,0
24,PG,55,0,833,79,155,30,2,49,32,299,0,0
25,PG,52,27,1058,128,187,34,3,95,72,448,0,0
25,PG,24,0,179,22,38,8,0,14,7,93,0,0
25,PG,28,27,879,106,149,26,3,81,65,355,0,0
26,PG,55,9,1205,125,154,42,3,90,100,430,0,0
27,PG,69,3,1365,166,272,54,8,89,91,473,0,0
28,PG,57,3,1246,104,183,47,4,66,84,430,0,0
28,PG,53,3,1204,102,182,45,4,62,81,421,0,0
28,PG,4,0,42,2,1,2,0,4,3,9,0,0
28,PG,18,0,216,19,57,8,1,9,16,46,0,0
30,PG,8,0,38,6,5,3,1,5,4,12,0,0
25,PF,70,3,641,152,24,8,8,27,111,137,0,0
26,PF,59,5,650,162,44,16,13,22,104,167,0,0
27,PF,54,22,781,159,38,15,19,27,116,174,0,0
28,C,72,12,1246,272,28,33,18,47,175,259,0,0
29,C,41,14,601,128,18,7,14,24,103,88,0,0
30,C,62,7,676,141,11,23,17,26,114,74,0,0
31,C,56,0,473,87,10,10,10,21,100,61,0,0
32,PF,20,6,151,38,4,3,2,9,25,9,0,0
33,C,19,1,116,18,4,1,1,3,18,6,0,0
20,SF,77,5,1370,303,61,24,26,138,169,646,0,0
21,SF,69,9,1359,291,82,35,9,106,140,690,0,0
22,SG,63,52,1615,231,112,41,19,116,155,717,0,0
23,SG,64,57,2006,322,123,55,16,147,194,1073,0,0
24,SF,73,72,2628,430,224,65,16,207,217,1508,0,0
25,SG,66,60,2436,394,225,70,8,195,191,1464,0,0
26,SF,32,13,943,169,66,19,4,78,95,570,0,0
27,SF,75,31,2291,442,208,65,14,201,244,1266,0,0
28,SF,70,65,2502,394,189,71,7,195,210,1547,0,0
29,PF,51,19,1588,282,92,44,8,120,192,950,0,0
30,PF,70,49,2081,373,172,51,4,168,231,1387,0,0
31,SF,67,18,1401,241,84,21,5,127,175,805,0,0
32,SF,32,28,881,125,39,23,1,59,83,480,0,0
33,SF,18,0,257,25,19,6,2,17,42,95,0,0
22,C,74,0,1095,295,27,18,78,61,139,339,0,0
23,C,82,8,1549,461,31,27,86,118,201,699,0,0
24,C,82,82,2443,724,88,49,111,158,276,841,0,0
25,C,82,82,2777,847,86,43,101,201,278,1119,0,1
26,C,23,22,703,205,29,8,23,59,74,270,0,0
27,C,82,82,2465,778,56,29,80,166,276,752,0,0
28,C,81,23,1703,492,30,21,66,129,226,529,0,0
29,C,31,2,286,89,7,1,10,30,50,56,0,0
29,C,24,2,259,81,7,0,10,23,42,44,0,0
29,C,7,0,27,8,0,1,0,7,8,12,0,0
30,C,55,12,709,222,22,11,25,32,121,159,0,0
31,C,36,0,359,121,1,9,11,17,59,77,0,0
32,C,18,0,158,61,3,4,2,5,26,35,0,0
33,C,34,1,374,113,6,4,10,22,66,41,0,0
24,PF,1,0,27,2,0,2,0,1,4,5,0,0
21,C,6,0,23,5,1,0,4,2,4,21,0,0
23,C,26,0,165,52,2,3,8,15,32,101,0,0
24,C,56,0,488,120,8,14,15,25,105,173,0,0
25,C,61,12,1139,289,12,38,31,50,176,354,0,0
26,C,80,2,1322,311,27,39,66,92,201,402,0,0
27,C,77,1,1248,257,24,41,72,58,207,272,0,0
28,C,61,6,1146,356,33,30,46,59,172,265,0,0
29,C,71,71,1816,507,104,65,75,100,220,660,0,0
30,C,31,0,555,150,19,33,24,34,90,173,0,0
31,C,77,0,1145,312,53,38,42,100,230,366,0,0
32,C,34,6,498,128,25,25,16,21,84,139,0,0
33,C,38,35,808,218,49,31,44,45,114,283,0,0
19,PG,27,12,670,75,78,28,2,50,63,209,0,0
19,C,57,34,562,114,23,10,26,17,84,226,0,0
20,C,74,12,1238,225,46,38,53,44,162,356,0,0
21,"C,PF",64,5,972,202,45,21,51,33,105,323,0,0
21,C,35,0,409,96,18,10,18,9,55,164,0,0
21,PF,29,5,563,106,27,11,33,24,50,159,0,0
22,C,60,14,776,167,43,25,39,45,102,281,0,0
23,C,8,0,76,18,4,2,4,3,7,30,0,0
20,PG,6,0,56,10,1,0,1,3,3,7,0,0
23,SF,41,6,362,55,53,11,5,18,46,99,0,0
24,SG,31,3,471,99,35,14,5,22,52,138,0,0
25,PG,82,82,2386,160,303,82,1,122,125,767,0,0
26,PG,78,78,2217,142,219,62,5,107,99,669,0,0
27,PG,15,7,186,10,21,4,0,14,7,21,0,0
28,PG,51,12,1175,64,138,32,3,63,42,327,0,0
29,PG,55,27,1403,117,154,56,5,70,94,369,0,0
31,PG,14,0,103,7,17,4,0,5,9,24,0,0
19,PG,6,0,36,8,12,2,0,2,5,9,0,0
22,SG,16,7,208,31,17,9,2,9,14,37,0,0
23,SG,28,0,249,38,12,13,1,7,25,60,0,0
25,PF,29,0,311,55,7,3,6,17,37,107,0,0
26,PF,26,2,201,39,3,4,2,7,29,75,0,0
26,PF,16,1,128,23,2,3,1,5,18,44,0,0
26,PF,10,1,73,16,1,1,1,2,11,31,0,0
19,PG,67,64,2324,184,522,67,19,210,159,1057,0,0
20,PG,82,81,3112,230,704,104,7,256,222,1450,0,0
21,PG,49,49,1895,142,437,59,8,164,125,1044,0,0
21,PG,18,18,661,62,167,29,5,55,44,319,0,0
21,PG,31,31,1234,80,270,30,3,109,81,725,0,0
22,PG,74,74,2881,240,622,112,15,270,195,1640,0,0
23,PG,67,67,2557,205,506,79,5,197,150,1598,1,1
24,PG,82,80,3187,266,666,77,13,284,186,1674,0,0
25,PG,81,81,3240,263,654,108,20,263,200,1806,0,1
26,PG,81,81,3254,263,719,129,9,249,172,1639,0,0
26,PG,34,34,1415,117,281,64,5,97,74,708,0,0
26,PG,47,47,1839,146,438,65,4,152,98,931,0,0
27,PG,82,82,3281,248,668,122,6,233,186,1781,0,0
28,PG,60,60,2193,175,382,63,4,157,143,977,0,0
29,PG,74,74,2748,213,403,71,10,179,185,1210,0,0
30,PG,24,19,805,59,113,21,2,48,57,333,0,0
31,PG,23,4,414,28,75,10,3,37,34,88,0,0
21,SF,51,38,1260,332,69,38,53,51,113,520,0,0
22,SF,79,79,2857,848,160,132,108,129,211,1369,0,0
23,SF,81,81,3109,803,162,149,86,144,214,1547,0,0
24,SF,81,81,3373,773,198,185,95,157,208,1716,0,1
25,SF,79,79,3217,737,214,167,104,156,203,1498,0,0
26,PF,81,81,3146,915,154,163,119,125,199,1569,0,1
27,PF,81,81,3263,959,143,160,137,125,223,1769,0,1
28,SF,80,80,3010,785,134,156,122,114,216,1403,0,1
29,PF,63,62,2315,643,138,125,85,86,150,972,0,0
29,PF,47,47,1713,464,98,95,70,49,117,743,0,0
29,PF,16,15,602,179,40,30,15,37,33,229,0,0
30,SF,69,68,2470,589,139,88,66,105,132,891,0,0
30,SF,42,41,1516,365,77,57,45,56,92,505,0,0
30,SF,27,27,954,224,62,31,21,49,40,386,0,0
31,SF,75,75,2385,477,107,69,61,99,141,898,0,0
32,SF,80,27,2253,551,110,68,50,130,144,999,0,0
33,SF,63,63,1919,465,132,67,36,98,87,670,0,0
34,PF,67,67,2010,525,163,75,47,103,111,812,0,0
35,SF,76,76,2409,497,124,90,37,95,125,791,0,0
36,SF,57,24,1101,202,51,27,27,33,58,276,0,0
20,PF,68,68,2020,508,79,39,40,83,103,1033,0,0
21,PF,52,51,1682,470,75,37,33,85,122,974,0,0
22,PF,50,50,1492,313,74,42,23,81,96,737,0,0
23,PF,14,14,426,85,12,9,5,24,31,268,0,0
21,PF,30,0,170,31,6,3,1,15,22,51,0,0
27,C,54,4,508,194,21,12,23,29,54,297,0,0
28,C,35,0,293,130,9,6,12,10,25,191,0,0
29,C,39,1,337,144,22,10,11,36,51,235,0,0
29,C,19,1,171,57,14,4,6,22,28,118,0,0
29,C,20,0,166,87,8,6,5,14,23,117,0,0
30,C,58,12,681,265,54,16,27,59,90,422,0,0
30,C,36,9,376,152,22,11,17,37,57,242,0,0
30,C,22,3,305,113,32,5,10,22,33,180,0,0
31,C,44,5,422,197,20,8,10,30,56,289,0,0
32,C,17,1,138,70,2,0,1,5,15,82,0,0
23,SF,34,0,208,26,7,8,2,7,26,77,0,0
24,SF,56,0,548,70,24,24,3,32,60,175,0,0
27,SF,6,0,39,1,0,2,0,3,7,11,0,0
29,SF,20,0,118,21,5,3,0,2,14,30,0,0
30,SF,3,0,6,3,0,0,0,1,0,0,0,0
23,PF,8,0,28,1,0,1,0,3,3,11,0,0
24,PF,5,0,12,2,0,1,1,3,3,8,0,0
26,C,21,6,319,75,8,5,10,19,40,96,0,0
27,PF,23,0,223,35,3,5,6,14,37,54,0,0
29,PF,23,0,244,56,8,3,11,14,29,76,0,0
30,PF,25,0,181,43,7,5,7,7,21,81,0,0
31,PF,3,0,17,3,0,0,1,0,4,6,0,0
32,C,19,0,130,36,4,3,10,8,23,59,0,0
33,C,60,5,838,187,14,7,33,35,121,192,0,0
34,C,14,0,75,23,2,0,3,2,17,10,0,0
35,C,29,0,208,40,4,3,5,11,44,45,0,0
21,PG,48,3,702,42,143,22,4,57,48,143,0,0
22,PG,54,45,1564,155,477,48,4,150,76,430,0,0
23,PG,28,3,417,28,86,21,0,35,26,118,0,0
24,PG,30,6,400,28,73,16,2,43,30,111,0,0
23,SF,3,0,8,2,1,0,0,0,0,1,0,0
23,SF,23,9,241,31,10,8,7,15,17,71,0,0
24,SG,40,2,361,29,13,12,5,19,22,99,0,0
24,SF,18,1,317,38,23,12,7,15,32,111,0,0
25,SF,23,1,363,64,29,20,7,16,25,129,0,0
24,SF,48,3,903,158,95,39,9,44,78,238,0,0
25,SF,19,0,163,34,16,7,0,9,9,51,0,0
24,SG,4,0,19,2,2,1,0,1,1,9,0,0
25,SG,3,0,13,1,1,0,0,1,1,0,0,0
24,SF,33,1,266,33,13,8,4,9,33,86,0,0
25,SF,18,2,390,68,16,11,1,19,48,141,0,0
25,SF,10,2,276,47,9,8,0,13,36,90,0,0
25,SF,8,0,114,21,7,3,1,6,12,51,0,0
26,SF,52,1,542,74,18,18,6,16,52,209,0,0
27,SF,17,2,391,58,10,11,2,13,35,158,0,0
28,SF,41,3,694,100,20,19,6,32,58,270,0,0
29,SF,59,6,870,110,33,27,7,34,71,329,0,0
29,SF,53,6,822,105,31,26,7,33,68,314,0,0
29,SF,6,0,48,5,2,1,0,1,3,15,0,0
30,SF,23,0,198,20,11,3,1,5,20,36,0,0
23,PG,9,0,99,10,18,7,2,4,7,64,0,0
21,PF,27,0,380,86,15,8,7,19,58,153,0,0
22,PF,42,3,558,162,8,17,9,28,91,165,0,0
23,PF,73,36,1661,318,73,39,49,86,211,565,0,0
24,PF,42,1,328,73,18,3,8,11,51,115,0,0
24,SF,31,4,495,96,23,7,9,20,51,197,0,0
25,SF,11,0,43,11,0,2,0,4,4,14,0,0
20,SF,7,0,69,19,4,2,5,5,9,23,0,0
23,PF,68,68,2272,502,131,78,113,138,281,814,1,0
24,PF,73,73,2504,388,192,90,121,172,261,1086,0,0
25,PF,77,77,2628,640,185,98,70,192,294,1283,0,0
26,PF,65,62,2252,617,160,95,82,168,230,1086,0,1
27,PF,70,67,2272,511,170,100,78,149,228,1087,0,0
28,PF,56,49,1546,353,79,43,52,72,171,720,0,0
29,PF,2,2,63,20,1,0,0,5,10,19,0,0
30,PF,71,71,2159,461,90,88,85,91,235,877,0,0
31,PF,66,66,2111,395,132,96,74,104,201,769,0,0
32,PF,58,58,1986,546,109,72,61,91,186,667,0,0
33,PF,48,48,1233,297,109,43,35,59,136,414,0,0
34,PF,42,0,940,181,18,44,43,32,103,217,0,0
35,C,18,11,431,95,8,16,17,16,64,129,0,0
36,PF,32,15,633,134,50,25,27,26,85,137,0,0
37,PF,11,0,104,19,5,5,6,3,13,20,0,0
21,PG,45,0,455,58,22,16,3,24,35,131,0,0
22,SG,72,41,1913,261,97,55,9,81,138,778,0,0
23,SG,80,80,2818,342,173,98,11,135,181,1618,0,0
24,SG,61,57,2216,273,129,62,5,131,150,1443,0,0
25,SG,51,46,1947,183,138,61,8,146,116,1254,0,0
26,SG,46,43,1633,164,111,46,6,92,96,946,0,0
26,SG,22,21,774,94,57,23,4,35,51,436,0,0
26,SG,24,22,859,70,54,23,2,57,45,510,0,0
27,SG,80,80,2603,258,198,80,15,184,155,1876,0,0
28,SG,40,40,1264,106,110,28,3,70,70,682,0,0
29,SG,77,0,2136,178,106,72,8,101,138,1077,0,0
30,SG,68,68,2177,203,121,66,6,106,123,1298,0,0
31,SG,39,36,1302,142,89,33,1,76,76,779,0,0
32,SG,55,13,1095,110,58,26,3,54,83,514,0,0
32,SG,39,12,834,81,46,17,1,41,68,415,0,0
32,SG,16,1,261,29,12,9,2,13,15,99,0,0
23,PG,52,2,984,130,147,34,10,65,72,413,0,0
24,PG,38,0,435,43,84,16,4,36,34,195,0,0
25,PG,9,0,118,19,29,5,1,11,11,62,0,0
26,PG,4,1,79,12,12,0,0,5,7,25,0,0
23,SF,78,14,1522,249,63,39,20,53,146,463,0,0
24,SF,75,20,2420,351,104,67,27,104,170,931,0,0
25,SF,80,40,2763,523,163,67,32,115,210,1147,0,0
25,SF,52,15,1811,335,95,47,21,74,136,732,0,0
25,SF,28,25,952,188,68,20,11,41,74,415,0,0
26,SF,82,31,2534,359,152,60,24,148,191,1183,0,0
27,SF,80,71,2893,312,217,58,27,164,198,1377,0,0
28,SF,70,55,2102,298,66,42,17,113,136,757,0,0
29,SF,75,75,2575,345,115,52,22,192,174,1028,0,0
30,SF,59,56,1702,256,121,40,30,83,106,574,0,0
31,SG,39,19,1064,157,46,15,30,56,96,294,0,0
32,SF,5,4,66,13,2,1,1,4,5,13,0,0
22,PF,2,0,13,3,0,1,0,0,0,2,0,0
23,SG,18,0,227,24,10,8,1,8,32,98,0,0
24,SG,24,8,386,37,13,19,5,4,39,167,0,0
25,C,4,0,20,10,0,1,0,0,5,8,0,0
22,SF,17,0,113,12,12,4,0,5,20,30,0,0
23,SG,26,3,328,31,26,11,6,20,36,96,0,0
23,SG,3,0,43,3,3,1,0,2,5,3,0,0
23,SG,23,3,285,28,23,10,6,18,31,93,0,0
26,SG,62,0,492,45,35,13,6,19,66,165,0,0
27,PG,80,9,1708,130,134,40,18,69,140,724,0,0
28,SG,82,71,2496,251,173,40,12,100,160,969,0,0
29,SG,79,5,1515,162,137,30,14,59,99,501,0,0
30,SG,26,0,319,43,20,6,2,6,25,75,0,0
31,SG,52,0,697,69,47,13,5,32,33,286,0,0
32,SG,69,13,1219,132,74,26,11,51,104,369,0,0
33,SG,25,2,260,22,19,6,1,9,26,74,0,0
25,SG,8,2,123,7,13,1,3,1,7,48,0,0
20,SG,30,6,493,57,52,15,3,21,37,251,0,0
22,PF,26,0,159,28,3,4,5,11,14,60,0,0
23,C,67,8,943,186,14,30,60,53,110,334,0,0
24,C,82,7,1768,433,46,21,94,71,183,651,0,0
25,C,78,4,1408,324,24,25,63,45,157,452,0,0
26,C,76,29,1550,401,39,36,38,68,175,513,0,0
27,PF,57,14,930,173,17,24,21,44,92,237,0,0
28,PF,65,42,1466,333,41,32,50,71,151,424,0,0
29,PF,72,71,1789,409,54,32,95,81,172,498,0,0
30,PF,34,13,488,86,9,8,20,14,47,109,0,0
31,PF,61,0,878,203,19,18,44,29,96,203,0,0
23,SG,82,48,2025,191,124,64,15,93,152,769,0,0
24,SG,82,69,2758,258,164,102,9,138,195,1300,0,0
25,SG,66,53,2228,224,113,96,15,73,148,904,0,0
26,SG,69,69,2403,191,174,90,18,109,172,1022,0,0
27,SG,82,82,2780,289,197,76,14,110,176,1343,0,0
28,SG,60,60,2024,222,139,77,10,81,132,956,0,0
29,SF,78,78,2644,238,151,78,17,78,179,977,0,0
30,SG,73,73,2495,259,210,77,15,102,161,986,0,0
31,SF,63,62,2131,198,172,76,16,83,140,802,0,0
32,"SF,SG",69,68,2091,170,160,54,17,91,160,840,0,0
32,SF,44,44,1312,102,100,33,12,58,102,575,0,0
32,SG,2,1,54,3,5,1,1,2,2,14,0,0
32,SG,23,23,725,65,55,20,4,31,56,251,0,0
33,SG,67,67,1635,166,92,38,9,43,103,494,0,0
34,SG,26,4,546,41,31,13,10,11,39,127,0,0
21,PF,23,1,398,109,22,17,12,33,58,189,0,0
22,PF,35,8,838,233,66,19,24,56,100,416,0,0
24,PF,24,12,301,69,10,5,4,26,32,93,0,0
25,C,37,4,331,70,17,12,7,19,46,123,0,0
21,SG,82,82,3120,308,262,91,13,226,204,1516,0,0
22,SG,82,82,3113,311,242,98,17,176,174,1432,0,0
23,SG,71,17,1869,170,145,73,26,99,127,803,0,0
24,SG,66,0,1771,210,169,71,23,124,137,833,0,0
25,SG,82,82,2913,291,361,93,23,210,195,1255,0,0
26,SG,52,23,1346,124,113,28,13,95,111,608,0,0
27,SG,71,15,1697,187,197,57,18,128,165,806,0,0
28,SG,41,24,1090,105,118,48,8,72,126,321,0,0
23,SG,14,0,115,10,17,5,0,3,6,52,0,0
22,PG,81,2,1269,129,266,40,10,85,115,382,0,0
22,PG,26,2,363,38,81,13,2,28,33,134,0,0
22,PG,55,0,906,91,185,27,8,57,82,248,0,0
23,PG,82,0,1200,121,238,35,6,77,96,348,0,0
24,PG,9,0,137,13,22,5,0,11,13,38,0,0
25,"PG,SG",64,0,963,46,182,22,1,79,55,291,0,0
25,PG,37,0,391,18,73,10,0,31,19,104,0,0
25,SG,27,0,572,28,109,12,1,48,36,187,0,0
26,PG,31,0,327,39,52,9,3,29,17,82,0,0
26,PG,23,0,215,24,40,5,1,17,13,52,0,0
26,PG,8,0,112,15,12,4,2,12,4,30,0,0
22,PF,15,0,137,37,2,5,9,6,21,62,0,0
23,PF,41,1,262,58,17,10,8,16,39,117,0,0
24,PF,52,2,457,91,18,18,29,19,47,147,0,0
25,PF,3,0,18,2,0,0,1,1,1,8,0,0
24,SG,1,0,8,1,0,0,0,0,2,4,0,0
22,PG,45,10,897,79,120,22,9,39,69,280,0,0
23,PG,68,30,1436,180,188,45,11,85,92,503,0,0
24,PG,41,6,475,47,60,12,7,24,29,137,0,0
24,PG,31,3,256,31,33,5,4,11,14,68,0,0
24,PG,10,3,219,16,27,7,3,13,15,69,0,0
22,PF,82,52,2114,487,87,87,45,100,204,594,0,0
23,PF,73,62,1866,400,81,60,39,70,181,453,0,0
24,PF,79,52,2093,420,68,72,28,77,180,529,0,0
25,PF,43,22,1009,227,29,40,22,39,93,333,0,0
26,SF,58,45,1326,256,55,42,14,70,82,387,0,0
27,"PF,SF",64,7,1003,146,36,30,14,40,68,224,0,0
27,SF,9,5,196,27,15,9,5,4,18,40,0,0
27,PF,55,2,807,119,21,21,9,36,50,184,0,0
28,PF,67,61,1916,328,106,81,21,99,104,660,0,0
29,PF,75,61,1274,171,30,44,19,34,100,231,0,0
30,SF,80,76,1787,170,39,81,35,46,122,484,0,0
31,PF,61,15,1564,186,55,72,25,68,100,460,0,0
32,PF,4,0,61,7,2,1,1,2,8,20,0,0
33,PF,3,0,25,2,0,2,0,1,0,5,0,0
23,SG,2,0,4,3,0,0,0,2,0,4,0,0
21,SG,79,12,1362,143,63,44,22,86,176,627,0,0
22,SG,37,0,554,47,38,26,7,40,71,184,0,0
23,SG,75,24,2020,206,162,66,18,172,234,1114,0,0
24,SG,58,3,1101,110,68,47,14,64,103,554,0,0
24,SG,34,2,636,63,32,27,6,45,63,308,0,0
24,SG,24,1,465,47,36,20,8,19,40,246,0,0
23,C,17,1,109,22,7,3,5,11,7,28,0,0
28,C,27,0,153,36,4,6,10,14,23,52,0,0
29,C,11,0,70,22,5,3,1,2,13,11,0,0
30,C,59,3,636,133,20,12,20,25,89,113,0,0
22,PF,35,0,192,23,13,7,9,17,38,64,0,0
23,SF,82,64,2340,364,177,110,44,141,274,788,0,0
24,PF,32,4,659,115,40,24,13,40,88,181,0,0
25,PF,61,5,879,110,70,24,23,67,83,229,0,0
26,PF,60,3,478,81,39,14,7,20,82,131,0,0
27,PF,56,0,718,128,41,18,7,22,83,212,0,0
28,SF,82,8,1949,288,106,78,28,67,188,498,0,0
29,PF,77,23,1900,239,124,72,22,91,179,605,0,0
30,PF,72,0,906,138,37,25,15,36,144,260,0,0
30,PF,44,0,553,77,26,15,9,17,85,162,0,0
30,PF,28,0,353,61,11,10,6,19,59,98,0,0
31,SF,36,1,353,68,23,8,5,19,52,88,0,0
23,C,6,1,58,17,1,0,2,3,11,18,0,0
21,SG,71,20,1074,100,77,32,15,36,62,282,0,0
22,SG,57,10,961,82,81,43,10,41,67,229,0,0
23,SG,29,1,397,48,29,23,2,17,38,74,0,0
23,SG,3,0,53,3,2,2,0,3,1,5,0,0
23,SG,26,1,344,45,27,21,2,14,37,69,0,0
24,SF,37,12,908,86,79,39,4,29,60,170,0,0
25,SF,2,0,15,0,3,0,0,0,2,0,0,0
23,PG,81,17,1606,250,367,95,10,140,114,493,0,0
24,PG,81,51,2133,251,534,134,10,159,139,556,0,0
25,PG,76,1,1706,226,303,92,13,112,122,478,1,0
26,PG,76,3,1470,174,258,79,17,91,105,483,0,0
27,PG,71,3,1326,189,355,56,11,100,73,464,0,0
28,PG,27,1,650,92,178,49,11,49,42,159,0,0
22,SG,38,0,476,48,27,14,2,35,53,201,0,0
23,SG,62,3,973,91,64,43,8,48,81,424,0,0
24,SG,80,80,2780,259,341,97,23,196,187,1666,0,0
25,SG,80,80,2796,289,285,72,42,172,202,1837,0,0
26,SG,81,81,2923,321,272,77,35,151,168,1732,0,0
27,SG,70,70,2375,282,207,55,28,106,172,1468,1,0
28,SG,70,70,2556,297,310,54,42,127,183,1556,0,0
29,SG,13,13,440,51,65,17,4,13,28,347,0,0
22,SG,5,0,12,0,0,0,0,2,1,0,0,0
24,SF,4,0,8,1,0,1,0,1,0,0,0,0
21,C,26,0,331,79,4,11,20,10,42,133,0,0
22,C,58,2,746,179,24,15,46,45,127,249,0,0
23,C,70,44,1143,251,57,18,49,75,141,317,0,0
24,C,21,0,104,25,7,0,5,8,14,26,0,0
25,C,67,25,1367,355,43,28,60,96,162,457,0,0
26,C,2,0,12,4,0,0,0,1,4,0,0,0
27,C,10,0,88,21,0,3,8,6,24,15,0,0
30,C,6,1,33,7,0,0,5,4,7,3,0,0
23,SG,12,0,71,10,7,5,0,2,10,30,0,0
20,PF,24,4,362,68,9,28,12,15,39,112,0,0
21,PF,16,0,80,19,2,2,2,3,7,36,0,0
21,PF,14,0,72,17,2,1,2,2,7,35,0,0
21,PF,2,0,8,2,0,1,0,1,0,1,0,0
22,PF,19,0,90,25,4,0,5,2,8,46,0,0
20,PF,27,1,520,91,27,9,29,22,70,144,0,0
22,SF,16,0,293,65,13,8,3,11,36,89,0,0
23,SF,13,0,167,37,6,2,1,12,23,62,0,0
21,SG,62,15,1352,200,72,44,70,105,126,487,0,0
21,SG,52,15,1319,195,70,44,68,104,121,476,0,0
21,SG,10,0,33,5,2,0,2,1,5,11,0,0
22,SF,37,1,235,42,10,7,6,17,30,89,0,0
23,SF,49,0,505,82,13,19,18,29,49,206,0,0
23,SF,29,0,212,30,4,7,8,10,24,80,0,0
23,SF,20,0,293,52,9,12,10,19,25,126,0,0
24,SF,8,0,126,12,4,1,2,4,6,31,0,0
28,C,1,0,4,1,0,0,0,2,1,0,0,0
23,SF,36,0,321,43,6,4,1,17,29,109,0,0
24,SF,81,4,1861,195,59,14,6,53,127,764,0,0
25,SF,66,5,1508,179,58,13,5,38,79,592,0,0
25,SF,44,4,1078,130,45,11,4,32,57,447,0,0
25,SF,22,1,430,49,13,2,1,6,22,145,0,0
26,SF,81,4,1768,200,79,19,16,56,122,630,0,0
26,SF,55,1,1172,134,50,10,12,34,73,395,0,0
26,SF,26,3,596,66,29,9,4,22,49,235,0,0
27,SF,77,1,1340,109,67,18,8,42,104,564,0,0
28,PF,69,0,1372,174,78,12,5,42,117,710,0,0
29,PF,29,9,762,117,41,8,3,31,50,381,0,0
24,PF,11,0,41,11,1,0,0,1,8,15,0,0
22,PF,32,2,485,165,14,16,16,31,72,201,0,0
23,PF,20,0,72,18,3,1,2,7,10,26,0,0
21,PF,76,75,2280,572,75,54,114,154,250,1020,0,0
22,PF,74,73,2565,537,106,62,126,199,276,1352,0,0
23,PF,81,81,2441,613,106,100,135,142,292,1225,0,0
24,C,50,50,1937,537,82,73,115,138,175,1061,0,0
25,PF,81,81,2698,685,159,69,139,230,316,1551,0,0
26,PF,70,70,2555,845,146,43,102,162,220,1458,0,1
27,PF,10,10,236,55,18,10,8,20,20,113,0,0
29,PF,42,20,927,257,36,37,24,57,117,290,0,0
29,PF,18,6,421,119,20,12,11,27,46,152,0,0
29,PF,24,14,506,138,16,25,13,30,71,138,0,0
30,PF,77,8,1797,482,71,46,52,93,204,740,0,0
31,PF,82,0,1733,436,90,46,48,76,220,638,0,0
32,PF,82,3,1729,496,72,61,65,75,240,664,0,0
33,PF,78,78,2285,666,89,61,53,75,246,683,0,0
