age,position,games_played,games_started,minutes,rebounds,assists,steals,blocks,turnovers,fouls,points,trip_dbl,all_star
20,SF,36,10,709,137,46,43,9,46,78,165,0,0
20,SF,21,0,290,81,15,14,2,16,22,99,0,0
21,SG,57,7,1278,249,65,59,19,84,134,506,0,0
22,SF,35,3,546,108,44,31,11,23,45,192,0,0
22,SF,11,0,115,24,8,5,3,5,9,36,0,0
22,SF,24,3,431,84,36,26,8,18,36,156,0,0
23,SF,82,20,1999,352,145,137,24,87,166,729,0,0
24,SF,72,71,2629,403,276,126,40,161,162,1072,1,0
25,SF,75,75,2600,408,162,120,31,118,180,826,0,0
26,SF,41,41,1350,215,135,69,25,76,73,444,0,0
27,SF,56,15,1471,266,113,72,20,84,72,530,0,0
28,SF,77,77,2723,475,191,126,20,132,179,1107,0,0
29,SF,82,82,2930,459,209,152,17,141,186,1048,0,0
30,SF,81,81,2859,366,188,160,26,113,177,1025,0,0
31,SF,80,80,2773,458,175,147,20,73,133,936,0,0
32,SF,67,67,2269,294,105,98,13,52,132,782,0,0
33,SF,69,69,2349,371,252,91,21,106,130,863,0,0
33,SF,26,26,884,145,87,38,8,39,44,258,0,0
33,SF,43,43,1465,226,165,53,13,67,86,605,0,0
34,SF,53,21,1493,246,91,69,15,56,111,423,0,0
34,SF,32,0,791,146,50,35,7,28,63,192,0,0
34,SF,21,21,702,100,41,34,8,28,48,231,0,0
22,C,56,5,634,149,10,12,26,35,79,176,0,0
23,C,65,3,732,163,23,15,34,59,130,178,0,0
24,C,70,29,1092,195,29,26,45,80,181,338,0,0
25,"C,PF",33,0,335,81,21,15,12,22,59,71,0,0
25,PF,18,0,239,61,16,8,8,13,44,51,0,0
25,C,6,0,56,14,2,2,4,4,5,10,0,0
25,C,9,0,40,6,3,5,0,5,10,10,0,0
26,C,53,2,488,131,14,18,21,28,84,92,0,0
26,C,41,2,412,114,10,15,16,25,75,77,0,0
26,C,12,0,76,17,4,3,5,3,9,15,0,0
29,C,15,1,97,47,5,4,4,6,11,25,0,0
20,PF,76,64,1464,346,43,52,52,47,206,422,0,0
21,PF,32,1,457,110,15,14,14,22,60,143,0,0
22,PF,80,9,1609,342,53,52,63,88,228,729,0,0
24,PF,59,3,970,169,33,24,33,43,126,362,0,0
25,SF,68,1,1161,210,61,39,47,58,185,401,0,0
26,PF,58,4,988,171,57,48,26,47,146,382,0,0
27,PF,70,16,1516,293,96,53,48,66,185,527,0,0
28,PF,41,7,639,112,42,19,21,36,76,262,0,0
29,PF,19,1,141,15,9,8,3,15,22,54,0,0
25,SG,15,1,279,38,18,2,3,8,11,77,0,0
22,PG,37,1,371,40,70,11,1,23,30,111,0,0
22,PG,17,0,96,12,21,6,0,12,12,30,0,0
22,PG,20,1,275,28,49,5,1,11,18,81,0,0
23,PG,44,0,287,26,53,12,1,30,28,121,0,0
24,PG,71,71,2008,185,355,63,5,156,165,897,0,0
25,PG,70,16,1448,104,280,44,4,107,143,461,0,0
25,PG,30,16,742,46,152,20,3,55,67,246,0,0
25,PG,40,0,706,58,128,24,1,52,76,215,0,0
26,"PG,SG",77,0,1194,130,232,38,4,83,119,449,0,0
26,PG,50,0,600,70,155,19,3,45,77,158,0,0
26,SG,27,0,594,60,77,19,1,38,42,291,0,0
27,PG,72,5,1304,134,202,39,2,90,131,552,0,0
28,PG,62,20,1269,113,219,26,2,77,85,430,0,0
30,PG,72,35,1585,130,225,36,6,54,102,439,0,0
31,PG,64,43,1185,103,125,21,1,60,71,310,0,0
31,PG,49,42,995,80,100,14,1,43,60,274,0,0
31,PG,15,1,190,23,25,7,0,17,11,36,0,0
24,C,82,0,989,306,32,20,56,64,153,229,0,0
25,C,66,2,971,350,32,30,68,68,121,205,0,0
26,C,82,82,2464,956,75,46,87,173,223,832,0,0
27,C,48,19,968,378,25,14,37,59,92,280,0,0
28,C,76,76,1982,748,72,29,54,95,144,557,0,0
29,C,68,64,1178,414,26,21,23,60,124,269,0,0
30,C,31,19,482,163,15,5,10,14,51,85,0,0
31,C,18,0,182,47,3,2,4,9,20,22,0,0
31,C,14,0,121,37,2,1,2,5,14,18,0,0
31,C,4,0,61,10,1,1,2,4,6,4,0,0
25,PG,82,0,1626,126,306,52,3,142,137,782,0,0
26,PG,81,75,2363,173,330,67,5,149,184,971,0,0
27,PG,79,62,2285,158,263,72,11,128,177,957,0,0
28,PG,65,7,1398,96,175,27,4,77,108,462,0,0
29,PG,64,24,1544,93,223,45,2,92,102,538,0,0
29,PG,40,0,751,48,95,19,1,48,60,249,0,0
29,PG,24,24,793,45,128,26,1,44,42,289,0,0
30,PG,82,82,2903,197,358,73,2,151,181,1115,0,0
31,"PG,SG",71,41,1713,120,198,43,2,87,152,678,0,0
31,SG,28,2,552,45,69,14,0,30,58,187,0,0
31,PG,43,39,1161,75,129,29,2,57,94,491,0,0
32,PG,75,23,2064,139,346,50,4,127,136,988,0,0
33,SG,24,0,352,31,47,9,1,10,27,113,0,0
34,PG,33,0,412,24,59,10,2,23,27,98,0,0
34,PG,14,0,115,6,28,2,1,10,5,27,0,0
34,PG,19,0,297,18,31,8,1,13,22,71,0,0
35,PG,40,11,644,29,91,17,0,32,53,161,0,0
22,PF,2,0,7,3,2,0,0,0,2,2,0,0
23,PF,25,0,149,30,2,5,2,6,18,40,0,0
20,SF,26,16,568,123,38,18,4,21,67,162,0,0
21,PG,72,12,1908,133,250,42,2,119,140,850,0,0
22,PG,80,2,1472,97,193,45,5,74,127,508,0,0
23,PG,82,82,2757,225,498,54,3,155,152,1178,0,0
24,PG,48,46,1408,109,307,36,1,110,65,532,0,0
25,PG,76,5,1226,91,170,34,3,68,64,356,0,0
26,PG,71,9,1939,130,313,53,3,125,147,930,0,0
26,PG,10,0,82,4,10,1,0,9,7,21,0,0
26,PG,61,9,1857,126,303,52,3,116,140,909,0,0
27,PG,82,14,1964,161,353,49,3,145,93,777,0,0
27,PG,54,13,1287,100,265,33,2,110,61,574,0,0
27,PG,28,1,677,61,88,16,1,35,32,203,0,0
28,PG,62,0,1178,95,198,38,4,84,85,467,0,0
28,PG,34,0,519,43,66,13,2,30,41,142,0,0
28,PG,28,0,659,52,132,25,2,54,44,325,0,0
29,PG,78,20,1538,117,209,31,1,90,101,616,0,0
30,PG,75,36,1760,160,287,54,0,123,94,766,0,0
31,PG,81,81,2269,203,426,52,4,128,115,948,0,0
32,PG,57,13,1420,122,262,34,1,86,72,599,0,0
33,PG,31,3,591,41,97,17,1,26,25,192,0,0
20,PG,59,1,484,40,88,14,2,42,60,154,0,0
21,PG,55,0,463,29,75,13,4,45,48,154,0,0
22,PG,28,0,258,24,36,7,0,19,17,71,0,0
22,C,39,4,405,98,1,7,16,12,76,104,0,0
24,C,20,1,106,33,4,3,2,2,16,34,0,0
25,PF,37,0,369,104,15,6,12,23,44,145,0,0
26,PF,73,10,952,258,60,13,25,63,146,240,0,0
27,PF,51,0,383,117,14,8,8,26,60,137,0,0
28,C,17,0,107,22,5,0,3,6,18,30,0,0
26,PF,54,24,1088,265,74,53,46,46,118,319,0,0
27,C,55,3,734,199,71,22,17,47,107,204,0,0
27,C,43,3,571,140,59,13,13,38,83,153,0,0
27,C,12,0,163,59,12,9,4,9,24,51,0,0
28,C,26,14,429,125,28,25,10,29,47,112,0,0
20,C,71,70,2183,729,125,61,67,126,209,1159,0,0
21,C,38,32,1236,436,72,26,58,80,117,690,0,0
22,C,31,31,981,367,54,9,33,60,98,434,0,0
21,C,12,0,49,13,0,1,4,3,8,12,0,0
23,SG,41,9,669,94,28,22,10,39,49,291,0,0
24,SG,81,17,1732,324,75,45,34,58,159,692,0,0
25,SF,74,51,2375,370,117,57,50,95,183,1063,0,0
26,SF,9,7,231,41,10,5,9,7,16,125,0,0
28,SG,3,0,18,0,0,1,0,4,1,7,0,0
23,SG,14,0,132,17,3,6,0,3,13,22,0,0
22,SG,53,6,713,124,38,16,2,23,46,175,0,0
23,SG,43,13,759,89,47,12,5,18,72,316,0,0
24,SG,39,11,687,100,52,23,2,37,52,224,0,0
25,SG,33,20,796,97,30,22,3,25,54,337,0,0
20,C,35,0,259,56,10,9,16,21,44,47,0,0
21,C,50,0,638,162,23,17,24,46,108,185,0,0
22,C,10,0,76,20,4,3,3,5,11,19,0,0
21,SF,24,0,137,30,6,2,2,8,15,36,0,0
22,SF,40,4,537,95,16,10,4,27,46,202,0,0
23,PF,62,0,730,137,29,14,5,22,82,244,0,0
24,PF,27,2,473,88,29,7,11,15,52,170,0,0
25,SF,63,19,830,111,24,17,11,26,63,256,0,0
26,SF,47,13,845,148,53,11,7,23,90,327,0,0
27,SF,68,55,1065,141,36,20,11,25,118,324,0,0
28,SF,50,14,715,96,31,8,7,19,54,259,0,0
28,SF,37,9,570,81,26,7,5,15,47,226,0,0
28,SF,13,5,145,15,5,1,2,4,7,33,0,0
19,PF,62,4,1567,471,62,33,59,98,120,923,0,0
20,C,13,6,334,97,10,6,12,18,43,185,0,0
21,PF,30,30,765,226,28,15,15,45,74,407,0,0
23,SG,27,10,249,54,13,9,2,11,24,78,0,0
24,SG,46,2,449,72,30,13,4,24,55,163,0,0
29,PG,1,0,2,0,0,0,0,1,0,0,0,0
24,PF,18,1,64,8,1,2,1,3,8,10,0,0
25,C,18,2,103,28,6,2,3,4,19,34,0,0
25,PG,5,0,19,2,1,1,0,1,3,0,0,0
25,PG,1,0,1,0,0,0,0,0,0,0,0,0
25,PG,4,0,18,2,1,1,0,1,3,0,0,0
23,SG,52,13,857,98,107,34,8,56,74,215,0,0
24,SG,29,1,385,30,47,26,6,18,33,71,0,0
25,SG,15,0,152,11,15,6,1,5,18,14,0,0
25,SG,11,0,107,7,13,5,0,3,16,14,0,0
25,SG,4,0,45,4,2,1,1,2,2,0,0,0
20,PG,33,1,405,46,61,18,7,39,40,106,0,0
21,PG,7,0,80,8,5,2,1,4,12,38,0,0
22,PG,16,0,94,15,12,1,2,14,11,30,0,0
19,PG,31,11,876,187,190,50,11,86,83,458,1,0
22,SF,68,1,1064,294,44,57,44,49,146,334,0,0
23,SF,65,0,952,216,40,44,30,37,132,224,0,0
24,PF,53,10,780,203,34,47,23,35,98,264,0,0
25,SF,13,1,91,23,7,8,2,6,16,14,0,0
26,SF,8,0,62,7,2,4,2,1,15,16,0,0
26,SF,5,0,44,4,2,3,2,0,11,13,0,0
26,SF,3,0,18,3,0,1,0,1,4,3,0,0
27,SF,14,0,115,26,5,4,3,6,14,42,0,0
20,PG,52,50,1780,360,376,88,43,136,117,528,2,0
21,PG,47,45,1423,251,255,69,19,103,114,465,1,0
22,PG,63,54,2025,383,438,88,38,193,128,745,3,0
23,PG,29,29,916,122,150,40,15,60,68,419,0,0
20,C,47,1,766,233,39,13,64,43,102,292,0,0
21,C,62,0,878,302,42,23,86,42,116,332,0,0
22,C,15,0,136,56,4,3,12,5,20,68,0,0
22,SG,24,3,548,64,34,15,3,27,43,235,0,0
22,PG,81,2,1385,133,175,88,13,125,171,480,0,0
23,PG,81,2,1145,126,155,63,13,79,146,372,0,0
24,PG,58,29,1497,135,220,54,11,119,162,578,0,0
24,PG,18,1,269,19,32,7,0,23,38,99,0,0
24,PG,40,28,1228,116,188,47,11,96,124,479,0,0
25,PG,45,1,503,38,60,23,3,40,70,221,0,0
26,PG,36,3,569,45,61,14,13,37,65,239,0,0
26,PG,24,1,310,20,25,8,8,16,38,125,0,0
26,PG,12,2,259,25,36,6,5,21,27,114,0,0
27,PG,22,0,206,18,28,11,2,14,26,56,0,0
27,PG,16,0,166,15,22,10,2,11,21,42,0,0
27,PG,6,0,40,3,6,1,0,3,5,14,0,0
28,PG,22,0,244,23,26,12,2,20,30,109,0,0
29,PG,3,0,22,1,3,1,0,2,4,6,0,0
21,PG,70,46,1500,123,165,93,7,120,184,550,0,0
22,PG,63,6,1087,130,126,30,7,87,127,442,0,0
23,SG,57,11,1592,150,158,48,6,89,145,744,0,0
24,SG,80,18,2613,214,317,96,15,146,210,1444,0,0
25,SG,82,12,2421,231,216,75,18,117,195,1283,0,0
26,SG,70,11,1705,181,162,82,7,93,115,993,0,0
27,PG,44,5,786,69,64,23,12,46,71,418,0,0
28,SG,58,0,1395,99,119,50,6,84,112,769,0,0
29,SG,64,0,1382,128,96,56,7,94,135,708,0,0
29,SG,42,0,946,79,63,36,7,68,101,512,0,0
29,SG,22,0,436,49,33,20,0,26,34,196,0,0
30,PG,41,2,513,46,58,17,6,21,51,215,0,0
31,PG,20,0,368,37,32,7,4,19,30,150,0,0
32,SG,66,1,982,91,99,41,8,44,87,467,0,0
33,SG,68,0,1079,117,82,44,10,53,107,433,0,0
34,SG,67,0,963,104,81,31,8,48,82,419,0,0
21,PF,65,2,1629,255,50,32,53,107,180,751,0,0
22,PF,78,53,1861,288,89,23,37,88,211,792,0,0
23,PF,78,59,2453,416,94,34,97,135,242,1202,0,0
24,PF,80,80,2799,493,93,25,111,120,215,1376,0,0
25,C,66,66,2353,343,119,34,46,152,160,1414,0,0
26,C,31,31,1032,172,61,18,15,69,52,603,0,0
27,PF,35,25,1003,128,38,21,23,54,64,443,0,0
28,C,42,39,1257,222,45,14,52,58,100,558,0,0
29,C,29,22,785,127,46,2,27,42,53,430,0,0
30,C,46,0,634,97,18,4,9,26,61,304,0,0
22,PG,33,1,191,25,24,1,1,14,19,78,0,0
23,PG,44,9,460,47,58,14,1,35,48,191,0,0
24,SG,79,15,1600,177,269,37,5,105,121,617,0,0
25,PG,78,18,1546,146,258,35,6,102,119,596,0,0
26,PG,81,2,1669,159,317,30,1,136,136,769,0,0
27,PG,41,11,1032,114,232,21,0,103,61,463,1,0
28,PG,74,2,1713,207,294,32,0,145,131,834,0,0
29,PG,79,1,1471,154,303,26,0,125,129,660,0,0
30,PG,77,10,1362,134,263,33,1,70,104,580,0,0
31,PG,74,16,1667,152,302,26,2,113,110,808,0,0
32,PG,35,6,771,84,193,14,1,63,30,381,0,0
33,PG,69,10,1603,201,434,35,3,143,83,801,0,0
34,PG,38,0,752,95,211,22,1,72,50,415,0,0
35,PG,29,6,450,53,112,5,2,38,27,222,0,0
22,PG,8,0,38,3,6,2,0,5,2,19,0,0
23,PG,19,4,228,18,34,17,1,12,29,58,0,0
20,SF,81,81,2058,333,98,52,14,101,140,748,0,0
21,SF,78,24,2204,311,116,65,20,84,158,738,0,0
22,SF,82,82,2318,453,116,61,19,71,146,827,0,0
23,SF,66,59,2042,325,117,41,10,57,136,774,0,0
24,PF,79,79,2803,394,116,65,15,102,128,1518,0,0
25,PF,77,77,2634,468,152,49,14,118,94,1452,0,0
26,"PF,SF",77,77,2533,361,115,50,13,98,122,1265,0,0
26,PF,49,49,1584,207,62,33,11,68,79,866,0,0
26,SF,28,28,949,154,53,17,2,30,43,399,0,0
27,PF,72,72,2482,355,159,43,12,88,93,1046,0,0
28,PF,29,29,1021,178,97,24,5,43,36,466,0,0
22,PG,38,1,483,40,69,19,1,27,51,118,0,0
22,PG,27,0,314,19,42,14,0,16,35,56,0,0
22,PG,11,1,169,21,27,5,1,11,16,62,0,0
23,PG,19,0,282,25,52,10,0,15,13,87,0,0
23,PG,2,0,21,3,2,0,0,1,1,9,0,0
23,PG,17,0,261,22,50,10,0,14,12,78,0,0
24,PG,6,0,29,5,7,0,0,4,4,8,0,0
25,PG,4,0,25,1,7,0,0,1,1,6,0,0
23,SF,38,9,724,151,48,27,3,44,76,171,0,0
24,SF,43,9,715,133,57,30,7,45,80,164,0,0
25,"PF,SF",56,5,631,121,28,20,7,30,100,175,0,0
25,SF,6,5,93,24,6,4,0,6,8,26,0,0
25,PF,50,0,538,97,22,16,7,24,92,149,0,0
26,PF,76,23,1813,350,156,73,41,105,188,746,0,0
27,PF,73,18,1414,324,139,48,36,85,159,486,0,0
28,PF,77,40,2082,421,212,52,26,130,209,788,0,0
29,SF,81,58,2097,445,134,59,30,112,185,716,0,0
30,SF,53,0,1020,228,71,39,22,58,127,356,0,0
31,SF,63,16,1440,344,126,35,48,73,152,491,0,0
32,SF,80,4,2058,366,123,82,63,90,233,822,0,0
33,SF,63,40,1735,292,125,56,28,85,185,625,0,0
34,SF,76,74,2271,302,114,67,50,87,240,764,0,0
35,SF,76,45,2190,420,163,78,57,121,234,758,1,0
36,SF,74,18,1777,384,195,48,26,107,185,527,0,0
36,SF,54,13,1367,293,150,36,17,83,138,413,0,0
36,SF,20,5,410,91,45,12,9,24,47,114,0,0
19,SG,56,55,1704,279,143,55,17,124,122,803,0,0
20,SG,33,33,1099,203,97,23,7,63,85,531,0,0
24,C,8,0,45,10,0,0,0,5,10,13,0,0
25,C,28,0,203,41,5,6,4,11,21,65,0,0
26,C,46,15,889,198,29,19,8,48,114,326,0,0
28,C,7,6,232,77,8,4,4,11,24,82,0,0
29,C,21,7,305,76,11,8,6,16,46,79,0,0
29,C,12,6,183,40,4,6,4,11,32,36,0,0
29,C,7,0,85,22,4,2,2,2,10,36,0,0
29,C,2,1,37,14,3,0,0,3,4,7,0,0
30,C,2,0,9,1,0,0,0,0,5,4,0,0
31,C,12,2,159,61,5,5,6,11,24,39,0,0
31,C,11,1,122,43,3,5,5,10,23,28,0,0
31,C,1,1,37,18,2,0,1,1,1,11,0,0
33,C,16,1,143,28,5,4,2,5,26,32,0,0
24,SG,79,44,1898,168,230,95,22,120,196,800,0,0
25,SG,59,0,1094,110,154,51,15,76,88,442,0,0
26,SG,58,36,1600,171,153,64,27,104,118,631,0,0
26,SG,41,36,1341,143,132,50,23,95,88,561,0,0
26,SG,17,0,259,28,21,14,4,9,30,70,0,0
27,SG,37,30,1181,144,116,42,11,72,98,412,0,0
28,SG,80,74,2726,372,291,103,31,142,228,945,0,0
29,SG,67,20,1778,211,225,80,14,86,126,589,0,0
30,SG,81,81,3040,441,426,147,37,165,182,1164,0,0
31,SG,75,68,2480,301,384,113,15,142,199,774,0,0
32,SG,59,53,1803,204,342,85,16,139,121,635,0,0
33,SG,81,8,1742,190,178,39,20,64,123,601,0,0
34,SG,74,5,1259,159,123,39,27,52,99,431,0,0
35,SG,75,28,1631,160,138,56,12,61,88,635,0,0
36,SF,31,1,554,55,54,17,3,18,43,221,0,0
37,SG,56,1,857,94,78,24,3,48,45,208,0,0
24,PG,27,0,256,35,49,10,1,30,28,56,0,0
25,SG,17,0,183,20,29,7,1,12,24,37,0,0
26,PG,16,0,159,12,33,2,0,13,23,41,0,0
26,PG,8,0,85,8,17,2,0,6,14,22,0,0
26,PG,8,0,74,4,16,0,0,7,9,19,0,0
22,SF,19,0,141,28,8,9,2,9,17,39,0,0
22,SG,73,5,894,145,58,34,9,60,56,295,0,0
23,SG,41,0,387,74,33,9,7,18,31,166,0,0
24,SG,58,0,983,162,81,48,19,61,70,397,0,0
24,SG,30,0,300,34,27,14,4,17,20,90,0,0
24,SG,28,0,683,128,54,34,15,44,50,307,0,0
25,SG,82,1,2353,476,203,71,39,139,147,1178,0,0
26,SG,60,19,1705,259,206,48,28,97,110,820,0,0
27,SG,81,40,2683,409,331,82,52,149,168,1268,0,0
28,SF,43,38,1189,199,124,18,22,65,82,494,0,0
29,SF,58,58,1916,365,212,61,29,88,121,874,0,0
30,SF,29,25,857,109,89,22,12,46,50,324,0,0
27,PF,16,0,106,23,0,4,11,6,16,40,0,0
31,PF,47,2,405,74,16,12,18,32,65,138,0,0
32,PF,15,2,103,26,3,2,4,4,20,41,0,0
33,PF,27,0,217,52,7,6,10,12,39,67,0,0
20,PF,29,1,268,68,3,3,7,11,18,68,0,0
21,PF,21,3,162,43,3,2,3,10,16,42,0,0
22,C,79,1,1557,347,58,22,48,82,150,654,0,0
23,C,81,0,1574,367,43,27,55,86,140,686,0,0
24,PF,50,3,648,127,19,12,27,31,69,290,0,0
25,PF,76,51,1980,424,57,27,52,97,159,854,0,0
26,PF,59,39,1868,365,55,34,54,65,135,738,0,0
27,PF,81,69,2239,425,84,44,64,80,188,701,0,0
28,PF,82,73,2266,470,87,36,71,102,190,911,0,0
29,PF,82,43,1929,398,104,41,32,83,140,866,0,0
30,PF,66,0,1342,285,74,33,55,42,125,473,0,0
31,PF,52,0,577,129,21,14,11,29,45,292,0,0
26,C,27,10,408,96,22,10,5,32,94,139,0,0
27,C,12,0,46,10,4,0,0,6,14,9,0,0
28,C,7,0,40,8,1,1,0,2,10,8,0,0
22,PF,57,3,495,144,7,15,11,38,111,101,0,0
23,PF,13,0,81,30,4,3,0,4,13,20,0,0
23,SF,30,3,503,83,17,18,14,14,29,151,0,0
24,"PF,SF",44,0,744,127,30,19,24,17,43,288,0,0
24,PF,37,0,646,110,30,17,20,14,36,251,0,0
24,SF,7,0,98,17,0,2,4,3,7,37,0,0
25,SF,9,0,47,7,4,5,0,0,1,14,0,0
25,PF,75,2,1248,257,52,42,16,69,120,481,0,0
23,SF,78,78,3097,418,216,121,81,155,215,1125,0,0
24,SF,78,47,2383,345,105,102,88,68,207,756,0,0
25,SF,79,1,1947,303,101,101,58,56,187,669,0,0
26,SG,80,72,2516,413,126,91,77,75,201,792,0,0
27,SF,81,81,2839,429,136,92,114,90,223,818,0,0
28,SF,82,82,2988,338,175,79,60,72,190,829,0,0
29,SF,80,78,2907,407,155,77,90,78,196,744,0,0
30,SG,60,59,2031,285,137,48,54,49,114,436,0,0
31,SG,67,62,2168,312,164,53,76,64,139,534,0,0
32,SF,82,59,2375,373,185,69,81,79,158,624,0,0
32,SF,59,59,1818,281,153,53,71,63,127,509,0,0
32,SF,23,0,557,92,32,16,10,16,31,115,0,0
33,SF,65,10,1499,156,82,64,33,37,105,311,0,0
34,SF,72,20,1786,165,72,41,55,34,149,472,0,0
35,SF,73,56,1468,138,63,50,39,21,124,298,0,0
21,PF,65,49,1506,351,60,54,69,98,199,544,0,0
22,C,50,15,1121,300,53,29,71,45,159,335,0,0
23,C,82,4,1505,410,63,47,70,67,249,541,0,0
24,C,40,25,845,233,16,27,60,37,126,260,0,0
25,C,74,73,1819,481,35,60,67,51,219,510,0,0
26,C,67,62,1683,433,49,33,81,48,197,487,0,0
27,C,73,7,1478,359,58,26,67,63,159,408,0,0
27,C,23,6,501,118,21,8,20,24,55,136,0,0
27,C,50,1,977,241,37,18,47,39,104,272,0,0
28,C,81,32,1894,452,42,30,81,81,244,394,0,0
29,C,82,82,2215,457,49,46,69,88,250,649,0,0
30,PF,66,66,1575,344,35,29,30,61,185,404,0,0
32,PF,77,3,1202,278,31,26,25,46,112,372,0,0
33,C,15,0,134,23,3,4,2,3,19,36,0,0
34,C,38,0,377,99,12,5,15,12,59,100,0,0
35,C,27,11,295,67,16,4,6,4,26,42,0,0
24,C,55,0,682,165,16,9,22,46,135,262,0,0
25,"C,PF",62,5,766,187,20,17,29,38,123,251,0,0
25,PF,14,1,147,35,5,1,6,11,31,60,0,0
25,C,36,4,487,121,10,14,18,22,69,150,0,0
25,PF,12,0,132,31,5,2,5,5,23,41,0,0
26,PF,4,0,36,8,0,0,0,4,10,6,0,0
27,"C,PF",41,0,400,117,4,11,8,20,56,118,0,0
27,C,23,0,281,84,2,9,7,13,48,82,0,0
27,PF,18,0,119,33,2,2,1,7,8,36,0,0
20,SF,79,76,1454,220,74,50,40,50,139,426,0,0
21,SF,37,25,918,141,44,24,25,27,83,375,0,0
22,SF,80,67,2522,361,123,68,49,83,194,990,0,0
23,SF,59,34,1791,271,84,57,60,90,105,818,0,0
24,SF,73,73,2807,412,360,91,83,190,139,1047,2,0
25,SF,82,82,2956,611,420,75,57,208,156,1070,2,0
26,SF,71,71,2380,416,341,78,40,132,106,664,0,0
27,SF,70,70,2448,428,403,65,43,205,114,1046,2,0
28,SG,77,77,2617,481,456,86,29,194,109,1164,1,0
29,SG,64,64,1981,306,349,65,23,131,72,740,2,0
30,SF,75,72,2354,390,247,71,43,117,140,699,0,0
31,SF,22,3,505,100,66,17,8,22,41,79,0,0
32,SF,31,31,915,146,71,39,13,21,49,274,0,0
26,C,16,0,141,32,5,1,6,11,23,43,0,0
27,C,53,4,491,145,34,2,5,36,77,161,0,0
28,C,70,17,1122,318,35,16,22,65,162,461,0,0
29,C,81,1,1233,384,51,21,52,67,151,514,0,0
30,C,75,2,1163,333,32,17,39,50,166,365,0,0
31,C,81,67,1485,434,93,22,51,80,200,482,0,0
32,C,51,18,821,240,57,12,34,40,125,284,0,0
33,C,42,28,934,237,67,10,23,50,141,481,0,0
34,C,30,24,581,160,30,8,10,27,75,173,0,0
20,PG,53,0,655,57,78,16,2,56,81,228,0,0
21,SG,74,11,1304,120,172,26,5,94,152,630,0,0
22,PG,71,14,1496,165,266,38,5,127,149,651,0,0
22,PG,11,0,149,15,28,2,1,17,16,50,0,0
22,PG,60,14,1347,150,238,36,4,110,133,601,0,0
23,PG,31,11,705,66,118,24,4,53,70,353,0,0
24,PG,80,4,1765,176,264,59,17,120,168,693,0,0
25,PG,72,19,1686,145,194,60,9,82,161,666,0,0
25,PG,31,5,650,59,66,20,5,22,72,250,0,0
25,PG,41,14,1036,86,128,40,4,60,89,416,0,0
26,PG,77,4,1717,211,233,59,12,133,163,598,0,0
27,SG,52,18,1505,141,163,47,11,73,111,541,0,0
28,PG,3,1,71,12,13,0,0,9,4,33,0,0
29,SG,39,11,925,80,54,23,6,46,91,307,0,0
30,PG,34,6,657,62,119,18,2,32,56,209,0,0
19,PF,61,9,1130,246,41,23,41,45,55,342,0,0
20,PF,32,32,985,234,53,16,20,56,30,365,0,0
23,SG,61,0,267,22,22,17,4,18,27,123,0,0
24,SG,67,15,911,117,91,43,13,79,102,403,0,0
24,SG,44,0,268,40,20,12,6,28,42,101,0,0
24,SG,23,15,643,77,71,31,7,51,60,302,0,0
25,SG,75,10,1324,222,78,52,33,73,127,390,0,0
26,SF,75,68,2083,379,171,98,38,138,176,872,0,0
27,SF,73,64,1963,231,177,91,52,125,165,801,0,0
28,SG,65,65,1789,248,228,100,45,157,147,836,0,0
29,SG,67,35,1643,261,152,89,42,121,170,779,0,0
30,SF,68,21,1688,294,93,74,40,91,196,597,0,0
30,SF,43,21,1111,172,61,45,31,60,121,340,0,0
30,SF,25,0,577,122,32,29,9,31,75,257,0,0
31,SF,31,0,517,95,51,27,17,33,67,205,0,0
23,PF,2,0,5,1,0,0,0,0,0,2,0,0
19,SG,56,46,1745,211,137,50,29,90,113,780,0,0
20,SG,73,73,2530,273,243,71,18,128,153,1249,0,0
21,SG,63,59,2107,241,194,76,18,123,136,962,0,0
22,SG,55,35,1708,188,162,54,11,112,117,958,0,0
23,SG,77,77,2684,240,267,83,21,156,169,1779,0,0
24,SG,82,82,2977,363,373,96,36,214,160,1857,0,1
25,SG,82,82,3028,411,448,121,58,224,226,2099,2,1
26,SG,57,57,2053,242,347,71,23,194,126,1741,0,0
27,SG,28,28,1001,146,135,38,12,90,73,917,0,1
20,SG,22,1,165,17,11,7,0,8,10,83,0,0
21,SG,62,0,583,71,31,15,7,24,36,196,0,0
22,SG,81,18,1879,200,97,55,10,55,116,917,0,0
23,SG,55,14,1209,148,75,40,8,57,77,615,0,0
23,SG,41,0,746,77,48,31,6,36,50,325,0,0
23,SG,14,14,463,71,27,9,2,21,27,290,0,0
24,SG,33,32,1093,153,81,27,6,54,54,677,0,0
21,PG,56,16,700,78,74,29,12,54,84,397,0,0
22,PG,28,26,496,52,64,20,8,47,76,236,0,0
23,PG,53,12,1151,151,152,56,28,70,98,472,0,0
24,PG,45,0,549,57,84,19,4,33,54,181,0,0
20,PF,81,19,2009,439,83,41,37,121,184,1123,0,0
21,PF,78,78,2328,498,100,80,49,131,221,1156,0,0
22,SF,73,73,2361,409,158,54,52,195,222,1401,0,0
23,SF,47,7,1087,207,45,18,19,80,83,541,0,0
24,SF,75,20,1554,282,111,31,34,144,107,759,0,0
25,SF,55,2,831,172,42,23,21,57,93,436,0,0
26,PF,24,1,505,89,32,15,13,37,66,212,0,0
